source POD, destination POD, #cores, #slots,
156,88,1,5,
156,0,1,5,
154,65,1,5,
154,38,1,5,
153,191,1,5,
153,115,1,5,
153,106,1,5,
152,34,1,5,
151,5,1,5,
150,151,1,5,
150,57,1,5,
150,42,1,5,
149,187,1,5,
149,186,1,5,
147,82,1,5,
147,22,1,5,
145,197,1,5,
145,157,1,5,
145,88,1,5,
144,178,1,5,
143,50,1,5,
143,48,1,5,
143,4,1,5,
142,152,1,5,
142,116,1,5,
142,104,1,5,
141,74,1,5,
141,42,1,5,
137,156,1,5,
137,57,1,5,
137,38,1,5,
136,134,1,5,
136,104,1,5,
136,94,1,5,
135,90,1,5,
134,157,1,5,
134,155,1,5,
133,107,1,5,
132,130,1,5,
132,105,1,5,
131,197,1,5,
129,140,1,5,
129,128,1,5,
129,111,1,5,
128,27,1,5,
128,7,1,5,
126,155,1,5,
125,54,1,5,
124,125,1,5,
124,67,1,5,
124,61,1,5,
122,42,1,5,
121,65,1,5,
121,38,1,5,
120,105,1,5,
120,86,1,5,
119,169,1,5,
118,57,1,5,
118,3,1,5,
117,90,1,5,
117,62,1,5,
117,23,1,5,
116,101,1,5,
116,73,1,5,
115,99,1,5,
114,92,1,5,
114,79,1,5,
114,70,1,5,
113,133,1,5,
113,122,1,5,
113,6,1,5,
111,151,1,5,
108,121,1,5,
108,119,1,5,
107,34,1,5,
106,148,1,5,
106,109,1,5,
105,146,1,5,
102,126,1,5,
102,125,1,5,
102,75,1,5,
100,138,1,5,
100,60,1,5,
100,46,1,5,
97,11,1,5,
96,155,1,5,
96,11,1,5,
95,33,1,5,
92,39,1,5,
91,107,1,5,
91,43,1,5,
91,36,1,5,
89,164,1,5,
89,66,1,5,
89,34,1,5,
87,56,1,5,
85,197,1,5,
85,93,1,5,
84,148,1,5,
84,69,1,5,
83,75,1,5,
83,55,1,5,
83,45,1,5,
81,30,1,5,
81,18,1,5,
80,148,1,5,
80,66,1,5,
79,56,1,5,
78,144,1,5,
77,67,1,5,
74,166,1,5,
72,187,1,5,
72,26,1,5,
69,95,1,5,
66,165,1,5,
64,144,1,5,
63,0,1,5,
60,193,1,5,
58,97,1,5,
58,17,1,5,
55,99,1,5,
54,169,1,5,
53,193,1,5,
53,164,1,5,
44,52,1,5,
43,119,1,5,
41,123,1,5,
40,193,1,5,
40,50,1,5,
39,63,1,5,
37,147,1,5,
37,23,1,5,
37,20,1,5,
36,110,1,5,
36,7,1,5,
35,101,1,5,
35,10,1,5,
33,178,1,5,
31,166,1,5,
31,84,1,5,
31,25,1,5,
30,35,1,5,
29,166,1,5,
29,32,1,5,
27,43,1,5,
26,78,1,5,
26,48,1,5,
26,41,1,5,
26,27,1,5,
23,8,1,5,
22,47,1,5,
22,23,1,5,
21,71,1,5,
20,146,1,5,
20,32,1,5,
19,39,1,5,
19,12,1,5,
19,4,1,5,
18,25,1,5,
18,11,1,5,
17,5,1,5,
16,50,1,5,
16,17,1,5,
15,173,1,5,
15,39,1,5,
14,52,1,5,
10,76,1,5,
10,39,1,5,
8,23,1,5,
7,139,1,5,
6,16,1,5,
3,157,1,5,
2,140,1,5,
1,48,1,5,
1,32,1,5,
1,5,1,5,
0,23,1,5,
187,173,1,2,
186,54,1,2,
186,44,1,2,
186,24,1,2,
173,24,1,2,
164,25,1,2,
164,0,1,2,
152,29,1,2,
152,13,1,2,
146,140,1,2,
146,61,1,2,
146,12,1,2,
140,45,1,2,
123,127,1,2,
122,110,1,2,
122,64,1,2,
122,14,1,2,
118,76,1,2,
118,45,1,2,
112,22,1,2,
112,12,1,2,
94,103,1,2,
94,61,1,2,
94,44,1,2,
77,118,1,2,
77,64,1,2,
77,54,1,2,
77,47,1,2,
77,43,1,2,
77,3,1,2,
76,123,1,2,
76,103,1,2,
76,25,1,2,
76,21,1,2,
72,127,1,2,
72,112,1,2,
72,41,1,2,
64,101,1,2,
63,4,1,2,
55,58,1,2,
55,43,1,2,
54,110,1,2,
52,90,1,2,
52,67,1,2,
52,46,1,2,
47,94,1,2,
41,15,1,2,
39,29,1,2,
37,64,1,2,
37,0,1,2,
32,23,1,2,
29,14,1,2,
28,164,1,2,
24,152,1,2,
24,101,1,2,
22,61,1,2,
22,29,1,2,
18,138,1,2,
18,76,1,2,
15,103,1,2,
15,94,1,2,
15,64,1,2,
13,165,1,2,
13,138,1,2,
12,173,1,2,
12,165,1,2,
7,64,1,2,
2,186,1,2,
2,123,1,2,
22,72,1,17,
38,36,1,9,
21,38,1,5,
193,155,1,2,
193,74,1,2,
191,122,1,2,
191,52,1,2,
187,71,1,2,
186,147,1,2,
186,39,1,2,
186,36,1,2,
178,139,1,2,
178,118,1,2,
173,39,1,2,
166,63,1,2,
157,165,1,2,
156,50,1,2,
156,34,1,2,
156,27,1,2,
155,101,1,2,
155,60,1,2,
152,79,1,2,
151,187,1,2,
151,16,1,2,
147,71,1,2,
147,67,1,2,
146,37,1,2,
144,70,1,2,
144,40,1,2,
143,122,1,2,
136,74,1,2,
136,43,1,2,
136,27,1,2,
127,148,1,2,
127,121,1,2,
125,119,1,2,
125,110,1,2,
121,47,1,2,
119,56,1,2,
119,37,1,2,
116,191,1,2,
112,71,1,2,
109,90,1,2,
106,152,1,2,
106,139,1,2,
106,82,1,2,
103,70,1,2,
98,74,1,2,
97,123,1,2,
97,76,1,2,
84,139,1,2,
84,61,1,2,
79,121,1,2,
79,36,1,2,
77,63,1,2,
72,178,1,2,
72,143,1,2,
63,103,1,2,
50,103,1,2,
39,109,1,2,
37,76,1,2,
36,140,1,2,
34,76,1,2,
33,157,1,2,
33,112,1,2,
32,33,1,2,
27,146,1,2,
24,38,1,2,
18,151,1,2,
18,5,1,2,
16,41,1,2,
16,14,1,2,
14,164,1,2,
14,36,1,2,
12,127,1,2,
12,123,1,2,
11,112,1,2,
8,118,1,2,
4,143,1,2,
4,76,1,2,
3,59,1,2,
2,116,1,2,
28,139,1,9,
1,29,1,9,
31,34,1,5,
199,197,1,2,
198,166,1,2,
198,164,1,2,
198,123,1,2,
197,126,1,2,
194,105,1,2,
194,86,1,2,
180,126,1,2,
172,165,1,2,
172,90,1,2,
172,86,1,2,
169,48,1,2,
169,25,1,2,
166,130,1,2,
154,169,1,2,
154,105,1,2,
148,80,1,2,
130,70,1,2,
126,149,1,2,
125,58,1,2,
122,49,1,2,
116,38,1,2,
112,49,1,2,
111,48,1,2,
107,148,1,2,
107,86,1,2,
99,109,1,2,
99,46,1,2,
99,28,1,2,
97,56,1,2,
94,80,1,2,
87,25,1,2,
87,8,1,2,
84,29,1,2,
82,93,1,2,
78,90,1,2,
78,51,1,2,
76,130,1,2,
75,59,1,2,
57,110,1,2,
57,93,1,2,
49,140,1,2,
38,111,1,2,
33,1,1,2,
18,105,1,2,
16,58,1,2,
16,0,1,2,
11,23,1,2,
3,1,1,2,
1,68,1,2,
199,138,1,2,
199,102,1,2,
197,14,1,2,
194,150,1,2,
192,31,1,2,
190,180,1,2,
189,75,1,2,
189,64,1,2,
189,47,1,2,
188,140,1,2,
188,133,1,2,
188,104,1,2,
183,87,1,2,
183,46,1,2,
183,45,1,2,
182,61,1,2,
182,56,1,2,
182,43,1,2,
180,170,1,2,
175,173,1,2,
175,135,1,2,
175,104,1,2,
174,150,1,2,
174,113,1,2,
173,95,1,2,
170,190,1,2,
170,184,1,2,
168,150,1,2,
168,104,1,2,
168,93,1,2,
162,138,1,2,
162,36,1,2,
161,158,1,2,
161,95,1,2,
161,58,1,2,
158,98,1,2,
154,67,1,2,
145,142,1,2,
142,129,1,2,
142,102,1,2,
141,184,1,2,
140,129,1,2,
133,40,1,2,
132,158,1,2,
128,165,1,2,
128,6,1,2,
115,192,1,2,
114,187,1,2,
113,62,1,2,
113,61,1,2,
98,31,1,2,
92,64,1,2,
89,108,1,2,
89,101,1,2,
89,48,1,2,
78,22,1,2,
75,69,1,2,
69,98,1,2,
67,35,1,2,
66,101,1,2,
65,94,1,2,
55,184,1,2,
54,33,1,2,
54,29,1,2,
48,108,1,2,
32,190,1,2,
24,32,1,2,
22,82,1,2,
22,60,1,2,
20,138,1,2,
15,149,1,2,
10,108,1,2,
24,98,1,9,
196,145,1,2,
196,115,1,2,
195,129,1,2,
192,85,1,2,
174,66,1,2,
171,30,1,2,
171,9,1,2,
149,120,1,2,
145,26,1,2,
141,95,1,2,
141,66,1,2,
135,115,1,2,
135,51,1,2,
134,51,1,2,
133,88,1,2,
128,102,1,2,
124,80,1,2,
124,4,1,2,
100,96,1,2,
100,62,1,2,
92,83,1,2,
92,53,1,2,
81,100,1,2,
81,41,1,2,
73,68,1,2,
65,114,1,2,
55,65,1,2,
52,31,1,2,
26,17,1,2,
21,81,1,2,
17,171,1,2,
5,64,1,2,
5,40,1,2,
7,60,1,5,
196,40,1,2,
195,117,1,2,
195,10,1,2,
185,57,1,2,
185,53,1,2,
181,160,1,2,
181,88,1,2,
181,44,1,2,
179,85,1,2,
177,134,1,2,
176,44,1,2,
167,137,1,2,
160,96,1,2,
160,85,1,2,
137,185,1,2,
134,4,1,2,
132,176,1,2,
132,32,1,2,
131,23,1,2,
131,13,1,2,
131,7,1,2,
120,114,1,2,
120,0,1,2,
117,124,1,2,
111,2,1,2,
91,137,1,2,
88,35,1,2,
76,7,1,2,
69,176,1,2,
35,60,1,2,
21,62,1,2,
15,73,1,2,
19,34,1,5,
179,31,1,2,
179,14,1,2,
177,83,1,2,
177,24,1,2,
167,30,1,2,
163,21,1,2,
159,83,1,2,
153,117,1,2,
53,7,1,2,
159,11,1,2,
153,96,1,2,
153,68,1,2,
91,2,1,2,
42,19,1,2,
42,0,1,2,
20,42,1,2,
19,173,1,2,
19,44,1,2,
19,9,1,2,
11,19,1,2,
7,19,1,2,
76,90,1,17,
36,72,1,17,
31,23,1,17,
21,24,1,17,
19,1,1,17,
16,60,1,17,
199,110,1,17,
199,89,1,17,
199,88,1,17,
199,83,1,17,
199,68,1,17,
199,59,1,17,
198,90,1,17,
198,88,1,17,
198,84,1,17,
198,79,1,17,
198,77,1,17,
198,65,1,17,
196,88,1,17,
196,70,1,17,
196,62,1,17,
196,60,1,17,
196,59,1,17,
196,55,1,17,
195,109,1,17,
195,99,1,17,
195,85,1,17,
195,84,1,17,
195,80,1,17,
195,78,1,17,
190,64,1,17,
190,63,1,17,
190,57,1,17,
190,47,1,17,
190,45,1,17,
190,28,1,17,
189,61,1,17,
189,50,1,17,
189,28,1,17,
189,11,1,17,
188,65,1,17,
188,59,1,17,
188,27,1,17,
188,17,1,17,
188,15,1,17,
188,8,1,17,
186,130,1,17,
186,113,1,17,
186,94,1,17,
186,87,1,17,
186,80,1,17,
186,71,1,17,
185,38,1,17,
185,36,1,17,
185,2,1,17,
185,0,1,17,
184,185,1,17,
184,32,1,17,
184,12,1,17,
184,1,1,17,
184,0,1,17,
182,189,1,17,
182,20,1,17,
181,184,1,17,
181,117,1,17,
181,107,1,17,
181,98,1,17,
181,81,1,17,
181,70,1,17,
180,76,1,17,
180,73,1,17,
180,71,1,17,
180,59,1,17,
180,46,1,17,
180,42,1,17,
179,126,1,17,
179,118,1,17,
179,117,1,17,
179,116,1,17,
179,107,1,17,
179,90,1,17,
177,93,1,17,
177,91,1,17,
177,90,1,17,
177,82,1,17,
177,58,1,17,
177,56,1,17,
176,35,1,17,
176,12,1,17,
176,0,1,17,
175,23,1,17,
175,6,1,17,
175,5,1,17,
174,71,1,17,
174,64,1,17,
174,58,1,17,
174,30,1,17,
174,20,1,17,
174,12,1,17,
173,35,1,17,
172,8,1,17,
170,55,1,17,
170,38,1,17,
170,33,1,17,
170,27,1,17,
170,11,1,17,
169,171,1,17,
168,128,1,17,
168,113,1,17,
168,110,1,17,
168,105,1,17,
168,95,1,17,
168,87,1,17,
167,122,1,17,
167,107,1,17,
167,91,1,17,
167,81,1,17,
167,72,1,17,
167,70,1,17,
166,25,1,17,
164,173,1,17,
163,170,1,17,
163,127,1,17,
163,107,1,17,
163,106,1,17,
163,102,1,17,
163,96,1,17,
162,41,1,17,
162,23,1,17,
162,8,1,17,
162,5,1,17,
161,182,1,17,
161,86,1,17,
161,82,1,17,
161,80,1,17,
161,70,1,17,
161,69,1,17,
160,173,1,17,
160,166,1,17,
160,77,1,17,
160,69,1,17,
160,49,1,17,
160,36,1,17,
159,176,1,17,
159,171,1,17,
159,164,1,17,
159,162,1,17,
159,45,1,17,
159,24,1,17,
158,173,1,17,
158,85,1,17,
158,49,1,17,
158,40,1,17,
158,19,1,17,
158,8,1,17,
156,49,1,17,
156,45,1,17,
156,39,1,17,
156,18,1,17,
156,13,1,17,
155,189,1,17,
155,171,1,17,
154,194,1,17,
154,185,1,17,
154,49,1,17,
154,48,1,17,
154,46,1,17,
154,44,1,17,
153,197,1,17,
153,194,1,17,
153,182,1,17,
153,175,1,17,
153,77,1,17,
153,75,1,17,
151,197,1,17,
151,176,1,17,
151,175,1,17,
151,101,1,17,
151,98,1,17,
151,60,1,17,
150,183,1,17,
150,178,1,17,
150,164,1,17,
150,85,1,17,
150,68,1,17,
150,56,1,17,
148,192,1,17,
147,69,1,17,
147,50,1,17,
147,44,1,17,
147,25,1,17,
146,19,1,17,
146,1,1,17,
146,0,1,17,
145,178,1,17,
145,162,1,17,
145,147,1,17,
142,176,1,17,
142,37,1,17,
142,35,1,17,
142,30,1,17,
142,19,1,17,
141,175,1,17,
141,173,1,17,
141,172,1,17,
141,171,1,17,
141,117,1,17,
141,110,1,17,
137,191,1,17,
137,183,1,17,
137,178,1,17,
137,172,1,17,
137,69,1,17,
137,24,1,17,
136,164,1,17,
136,146,1,17,
136,145,1,17,
136,33,1,17,
136,32,1,17,
136,30,1,17,
135,172,1,17,
135,85,1,17,
135,75,1,17,
135,66,1,17,
135,60,1,17,
135,46,1,17,
134,197,1,17,
134,194,1,17,
134,22,1,17,
134,11,1,17,
133,146,1,17,
132,197,1,17,
132,191,1,17,
132,171,1,17,
132,166,1,17,
132,56,1,17,
132,50,1,17,
131,68,1,17,
131,67,1,17,
131,62,1,17,
131,50,1,17,
131,42,1,17,
131,24,1,17,
130,20,1,17,
130,9,1,17,
129,197,1,17,
129,130,1,17,
129,87,1,17,
129,84,1,17,
129,83,1,17,
129,81,1,17,
128,82,1,17,
128,73,1,17,
128,68,1,17,
128,33,1,17,
128,19,1,17,
127,171,1,17,
127,134,1,17,
126,194,1,17,
125,156,1,17,
125,145,1,17,
125,134,1,17,
125,130,1,17,
125,101,1,17,
125,100,1,17,
124,58,1,17,
124,18,1,17,
124,17,1,17,
123,197,1,17,
123,192,1,17,
122,178,1,17,
121,183,1,17,
121,124,1,17,
120,182,1,17,
120,130,1,17,
120,82,1,17,
120,25,1,17,
120,23,1,17,
118,124,1,17,
117,182,1,17,
117,142,1,17,
117,79,1,17,
116,194,1,17,
116,157,1,17,
116,139,1,17,
116,124,1,17,
116,121,1,17,
115,194,1,17,
115,191,1,17,
115,166,1,17,
115,42,1,17,
115,27,1,17,
115,9,1,17,
114,164,1,17,
114,145,1,17,
114,62,1,17,
114,45,1,17,
114,26,1,17,
114,18,1,17,
113,173,1,17,
113,120,1,17,
113,85,1,17,
113,69,1,17,
112,172,1,17,
111,193,1,17,
110,155,1,17,
108,192,1,17,
108,166,1,17,
108,126,1,17,
108,7,1,17,
107,191,1,17,
107,183,1,17,
106,193,1,17,
106,192,1,17,
106,183,1,17,
106,146,1,17,
106,64,1,17,
105,191,1,17,
102,191,1,17,
102,172,1,17,
102,58,1,17,
102,54,1,17,
102,53,1,17,
100,183,1,17,
100,164,1,17,
100,111,1,17,
100,83,1,17,
99,166,1,17,
99,147,1,17,
99,39,1,17,
99,25,1,17,
99,9,1,17,
97,155,1,17,
97,149,1,17,
97,45,1,17,
97,44,1,17,
97,38,1,17,
97,31,1,17,
96,126,1,17,
96,118,1,17,
96,76,1,17,
96,73,1,17,
96,44,1,17,
95,155,1,17,
95,40,1,17,
95,32,1,17,
95,31,1,17,
95,3,1,17,
93,119,1,17,
92,165,1,17,
92,123,1,17,
92,103,1,17,
91,63,1,17,
91,56,1,17,
91,54,1,17,
91,41,1,17,
89,178,1,17,
89,133,1,17,
89,68,1,17,
89,14,1,17,
89,8,1,17,
88,133,1,17,
88,49,1,17,
88,45,1,17,
87,7,1,17,
86,149,1,17,
86,119,1,17,
85,157,1,17,
83,157,1,17,
83,152,1,17,
83,119,1,17,
82,118,1,17,
81,152,1,17,
81,118,1,17,
81,94,1,17,
80,169,1,17,
80,112,1,17,
80,104,1,17,
79,192,1,17,
79,165,1,17,
79,98,1,17,
79,26,1,17,
78,149,1,17,
78,94,1,17,
78,87,1,17,
78,40,1,17,
78,35,1,17,
77,104,1,17,
77,7,1,17,
77,4,1,17,
76,193,1,17,
76,149,1,17,
76,58,1,17,
76,57,1,17,
75,127,1,17,
74,19,1,17,
73,178,1,17,
73,133,1,17,
73,118,1,17,
72,119,1,17,
69,74,1,17,
67,192,1,17,
67,165,1,17,
67,123,1,17,
67,100,1,17,
66,193,1,17,
66,105,1,17,
66,93,1,17,
66,8,1,17,
65,193,1,17,
65,123,1,17,
65,51,1,17,
65,21,1,17,
64,75,1,17,
63,127,1,17,
62,157,1,17,
62,149,1,17,
62,82,1,17,
61,152,1,17,
58,155,1,17,
57,152,1,17,
57,104,1,17,
57,92,1,17,
55,104,1,17,
55,93,1,17,
54,139,1,17,
54,121,1,17,
54,104,1,17,
54,103,1,17,
53,165,1,17,
53,112,1,17,
53,110,1,17,
53,98,1,17,
53,74,1,17,
52,193,1,17,
52,43,1,17,
51,144,1,17,
50,111,1,17,
50,108,1,17,
48,104,1,17,
42,187,1,17,
42,157,1,17,
42,127,1,17,
41,169,1,17,
41,9,1,17,
41,1,1,17,
40,67,1,17,
39,101,1,17,
39,84,1,17,
37,126,1,17,
37,111,1,17,
37,84,1,17,
37,75,1,17,
36,152,1,17,
36,92,1,17,
36,31,1,17,
35,133,1,17,
35,105,1,17,
33,149,1,17,
33,49,1,17,
32,108,1,17,
31,169,1,17,
31,143,1,17,
31,105,1,17,
30,105,1,17,
28,157,1,17,
28,93,1,17,
27,133,1,17,
27,111,1,17,
26,121,1,17,
24,52,1,17,
22,123,1,17,
22,119,1,17,
22,92,1,17,
22,52,1,17,
21,148,1,17,
21,101,1,17,
21,93,1,17,
21,66,1,17,
21,19,1,17,
20,152,1,17,
20,90,1,17,
20,75,1,17,
18,74,1,17,
17,187,1,17,
17,169,1,17,
17,25,1,17,
17,6,1,17,
16,169,1,17,
16,86,1,17,
16,6,1,17,
16,3,1,17,
16,1,1,17,
15,143,1,17,
15,126,1,17,
14,121,1,17,
14,94,1,17,
13,143,1,17,
13,111,1,17,
13,74,1,17,
13,72,1,17,
13,0,1,17,
12,71,1,17,
12,52,1,17,
11,187,1,17,
11,29,1,17,
10,119,1,17,
9,165,1,17,
7,110,1,17,
7,98,1,17,
7,61,1,17,
5,101,1,17,
5,16,1,17,
4,148,1,17,
4,94,1,17,
3,24,1,17,
2,139,1,17,
1,101,1,17,
1,51,1,17,
0,84,1,17,
165,47,1,9,
165,43,1,9,
148,87,1,9,
143,94,1,9,
143,29,1,9,
143,27,1,9,
122,86,1,9,
122,25,1,9,
122,24,1,9,
122,11,1,9,
112,122,1,9,
112,109,1,9,
112,52,1,9,
90,94,1,9,
90,52,1,9,
87,41,1,9,
74,2,1,9,
72,103,1,9,
71,144,1,9,
71,48,1,9,
71,30,1,9,
68,14,1,9,
57,138,1,9,
57,61,1,9,
51,28,1,9,
43,71,1,9,
41,138,1,9,
39,143,1,9,
38,72,1,9,
37,47,1,9,
33,4,1,9,
27,187,1,9,
18,40,1,9,
18,34,1,9,
15,72,1,9,
10,70,1,9,
10,32,1,9,
10,14,1,9,
10,4,1,9,
4,40,1,9,
3,47,1,9,
2,103,1,9,
2,40,1,9,
199,121,1,5,
199,118,1,5,
199,109,1,5,
198,38,1,5,
198,33,1,5,
198,6,1,5,
196,51,1,5,
196,25,1,5,
196,20,1,5,
195,72,1,5,
195,45,1,5,
195,24,1,5,
190,40,1,5,
190,30,1,5,
190,24,1,5,
188,56,1,5,
188,31,1,5,
188,0,1,5,
185,21,1,5,
185,8,1,5,
185,7,1,5,
183,73,1,5,
183,66,1,5,
183,48,1,5,
182,30,1,5,
182,0,1,5,
181,51,1,5,
181,35,1,5,
181,31,1,5,
180,22,1,5,
180,20,1,5,
179,189,1,5,
179,91,1,5,
179,79,1,5,
177,30,1,5,
177,19,1,5,
177,18,1,5,
176,194,1,5,
176,15,1,5,
176,7,1,5,
175,25,1,5,
174,69,1,5,
174,54,1,5,
174,7,1,5,
173,189,1,5,
171,184,1,5,
171,65,1,5,
171,64,1,5,
170,32,1,5,
170,24,1,5,
170,13,1,5,
168,36,1,5,
168,34,1,5,
168,9,1,5,
167,65,1,5,
167,29,1,5,
167,25,1,5,
163,124,1,5,
163,117,1,5,
163,114,1,5,
162,42,1,5,
162,15,1,5,
160,162,1,5,
160,119,1,5,
160,112,1,5,
159,180,1,5,
159,29,1,5,
159,26,1,5,
158,11,1,5,
155,63,1,5,
153,98,1,5,
153,97,1,5,
153,83,1,5,
151,192,1,5,
150,158,1,5,
150,40,1,5,
150,23,1,5,
149,142,1,5,
149,126,1,5,
149,101,1,5,
148,194,1,5,
145,64,1,5,
145,49,1,5,
145,28,1,5,
142,29,1,5,
142,5,1,5,
141,28,1,5,
141,22,1,5,
137,158,1,5,
137,154,1,5,
137,143,1,5,
136,44,1,5,
135,79,1,5,
135,49,1,5,
134,191,1,5,
134,136,1,5,
134,102,1,5,
133,194,1,5,
132,93,1,5,
132,91,1,5,
132,54,1,5,
131,143,1,5,
131,87,1,5,
131,44,1,5,
130,189,1,5,
130,60,1,5,
129,141,1,5,
129,67,1,5,
127,143,1,5,
124,40,1,5,
124,23,1,5,
120,175,1,5,
120,154,1,5,
120,128,1,5,
119,128,1,5,
117,129,1,5,
117,65,1,5,
115,33,1,5,
115,10,1,5,
114,54,1,5,
114,4,1,5,
113,115,1,5,
113,88,1,5,
113,70,1,5,
111,5,1,5,
110,42,1,5,
108,116,1,5,
108,105,1,5,
107,133,1,5,
105,118,1,5,
104,68,1,5,
104,66,1,5,
104,17,1,5,
102,135,1,5,
102,68,1,5,
100,26,1,5,
100,11,1,5,
100,6,1,5,
99,88,1,5,
97,57,1,5,
96,125,1,5,
96,108,1,5,
96,70,1,5,
95,161,1,5,
93,175,1,5,
92,59,1,5,
92,26,1,5,
92,22,1,5,
91,154,1,5,
90,182,1,5,
89,125,1,5,
89,111,1,5,
89,109,1,5,
88,107,1,5,
87,48,1,5,
85,109,1,5,
85,53,1,5,
85,44,1,5,
84,161,1,5,
83,161,1,5,
83,49,1,5,
82,2,1,5,
81,6,1,5,
81,0,1,5,
80,17,1,5,
78,105,1,5,
76,116,1,5,
75,130,1,5,
74,184,1,5,
74,152,1,5,
73,197,1,5,
73,126,1,5,
72,133,1,5,
71,128,1,5,
70,123,1,5,
69,48,1,5,
66,138,1,5,
64,172,1,5,
63,186,1,5,
62,193,1,5,
62,93,1,5,
62,14,1,5,
59,169,1,5,
58,184,1,5,
58,111,1,5,
58,80,1,5,
57,95,1,5,
56,144,1,5,
53,156,1,5,
53,99,1,5,
52,144,1,5,
52,87,1,5,
51,99,1,5,
42,197,1,5,
41,172,1,5,
40,51,1,5,
39,155,1,5,
39,69,1,5,
38,152,1,5,
37,197,1,5,
35,192,1,5,
35,172,1,5,
34,81,1,5,
31,68,1,5,
27,186,1,5,
26,70,1,5,
26,24,1,5,
23,156,1,5,
23,51,1,5,
21,126,1,5,
20,107,1,5,
19,178,1,5,
19,95,1,5,
17,57,1,5,
15,192,1,5,
13,144,1,5,
12,191,1,5,
12,80,1,5,
11,169,1,5,
10,84,1,5,
10,78,1,5,
5,193,1,5,
4,109,1,5,
3,109,1,5,
2,75,1,5,
1,169,1,5,
1,78,1,5,
1,75,1,5,
144,36,1,2,
125,144,1,2,
121,34,1,2,
106,45,1,2,
97,193,1,2,
84,152,1,2,
77,16,1,2,
76,74,1,2,
74,38,1,2,
72,121,1,2,
72,6,1,2,
71,138,1,2,
63,46,1,2,
63,23,1,2,
50,52,1,2,
50,28,1,2,
43,50,1,2,
39,3,1,2,
37,103,1,2,
33,77,1,2,
23,74,1,2,
18,37,1,2,
16,147,1,2,
10,63,1,2,
8,77,1,2,
5,109,1,2,
4,157,1,2,
4,77,1,2,
3,143,1,2,
3,26,1,2,
3,12,1,2,
199,53,1,17,
199,40,1,17,
199,36,1,17,
199,24,1,17,
199,13,1,17,
199,12,1,17,
198,55,1,17,
198,52,1,17,
198,46,1,17,
198,39,1,17,
198,32,1,17,
198,28,1,17,
196,38,1,17,
196,28,1,17,
196,27,1,17,
196,22,1,17,
196,21,1,17,
196,5,1,17,
195,74,1,17,
195,59,1,17,
195,58,1,17,
195,49,1,17,
195,42,1,17,
195,38,1,17,
188,3,1,17,
186,68,1,17,
186,52,1,17,
186,45,1,17,
186,42,1,17,
186,29,1,17,
186,25,1,17,
184,190,1,17,
181,188,1,17,
181,59,1,17,
181,55,1,17,
181,53,1,17,
181,50,1,17,
181,40,1,17,
180,190,1,17,
180,188,1,17,
180,19,1,17,
180,17,1,17,
179,89,1,17,
179,88,1,17,
179,83,1,17,
179,74,1,17,
179,66,1,17,
179,50,1,17,
177,180,1,17,
177,59,1,17,
177,50,1,17,
177,29,1,17,
177,28,1,17,
177,16,1,17,
176,180,1,17,
168,184,1,17,
168,81,1,17,
168,56,1,17,
168,54,1,17,
168,53,1,17,
168,32,1,17,
167,184,1,17,
167,174,1,17,
167,61,1,17,
167,45,1,17,
167,44,1,17,
167,43,1,17,
163,174,1,17,
163,95,1,17,
163,92,1,17,
163,78,1,17,
163,73,1,17,
163,68,1,17,
161,63,1,17,
161,45,1,17,
161,27,1,17,
161,10,1,17,
161,5,1,17,
161,4,1,17,
160,188,1,17,
160,170,1,17,
160,32,1,17,
160,20,1,17,
160,19,1,17,
160,1,1,17,
159,8,1,17,
159,7,1,17,
159,2,1,17,
158,188,1,17,
158,6,1,17,
154,170,1,17,
154,159,1,17,
154,158,1,17,
154,40,1,17,
154,29,1,17,
154,27,1,17,
153,189,1,17,
153,80,1,17,
153,72,1,17,
153,55,1,17,
153,46,1,17,
153,42,1,17,
152,159,1,17,
151,185,1,17,
151,184,1,17,
151,45,1,17,
151,28,1,17,
151,23,1,17,
151,19,1,17,
150,188,1,17,
150,184,1,17,
150,170,1,17,
150,52,1,17,
150,47,1,17,
150,22,1,17,
145,174,1,17,
144,189,1,17,
142,174,1,17,
142,159,1,17,
141,105,1,17,
141,104,1,17,
141,94,1,17,
141,89,1,17,
141,83,1,17,
141,75,1,17,
137,176,1,17,
137,23,1,17,
137,21,1,17,
136,26,1,17,
136,16,1,17,
136,14,1,17,
136,11,1,17,
135,185,1,17,
135,137,1,17,
135,136,1,17,
135,44,1,17,
135,42,1,17,
135,36,1,17,
134,189,1,17,
133,162,1,17,
132,41,1,17,
132,40,1,17,
132,39,1,17,
132,20,1,17,
132,13,1,17,
132,4,1,17,
131,162,1,17,
131,59,1,17,
131,21,1,17,
131,14,1,17,
131,3,1,17,
129,175,1,17,
129,65,1,17,
129,64,1,17,
129,58,1,17,
129,55,1,17,
129,50,1,17,
128,176,1,17,
128,69,1,17,
128,14,1,17,
128,3,1,17,
126,175,1,17,
125,176,1,17,
125,174,1,17,
125,136,1,17,
125,128,1,17,
125,91,1,17,
125,90,1,17,
124,176,1,17,
124,175,1,17,
122,156,1,17,
119,176,1,17,
117,189,1,17,
117,175,1,17,
117,156,1,17,
117,130,1,17,
117,128,1,17,
117,58,1,17,
116,137,1,17,
116,76,1,17,
116,56,1,17,
115,185,1,17,
115,131,1,17,
115,2,1,17,
114,7,1,17,
113,185,1,17,
113,114,1,17,
113,67,1,17,
113,52,1,17,
